date,store_id,sku_id,category,region,price,promotion,holiday,units_sold,lead_time_days,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_28,day_of_week,month,week_of_year,weekend
2025-06-05,S05,SKU008,Household,Central,253.46,0,0,22,4,37.0,32.0,28.0,37.0,32.142857142857146,32.535714285714285,3,6,23,0
2025-06-06,S05,SKU008,Household,Central,234.89,1,0,26,6,22.0,33.0,37.0,26.0,30.714285714285715,32.0,4,6,23,0
2025-06-07,S05,SKU008,Household,Central,246.65,0,0,31,3,26.0,31.0,46.0,32.0,29.714285714285715,32.0,5,6,23,1
2025-06-08,S05,SKU008,Household,Central,246.13,0,0,33,6,31.0,26.0,35.0,32.0,29.714285714285715,31.964285714285715,6,6,23,1
2025-06-09,S05,SKU008,Household,Central,226.64,1,0,35,3,33.0,29.0,38.0,34.0,30.714285714285715,32.0,0,6,24,0
2025-06-10,S05,SKU008,Household,Central,249.6,0,0,16,7,35.0,37.0,26.0,34.0,31.571428571428573,32.035714285714285,1,6,24,0
2025-06-11,S05,SKU008,Household,Central,248.81,0,0,23,6,16.0,37.0,28.0,26.0,28.571428571428573,31.392857142857142,2,6,24,0
2025-06-12,S05,SKU008,Household,Central,247.39,0,0,30,9,23.0,22.0,32.0,25.0,26.571428571428573,31.285714285714285,3,6,24,0
2025-06-13,S05,SKU008,Household,Central,249.66,0,0,22,5,30.0,26.0,33.0,28.0,27.714285714285715,31.464285714285715,4,6,24,0
2025-06-14,S05,SKU008,Household,Central,243.96,0,0,28,4,22.0,31.0,31.0,43.0,27.142857142857142,31.25,5,6,24,1
2025-06-15,S05,SKU008,Household,Central,251.38,0,0,35,5,28.0,33.0,26.0,28.0,26.714285714285715,30.714285714285715,6,6,24,1
2025-06-16,S05,SKU008,Household,Central,247.24,0,0,27,8,35.0,35.0,29.0,44.0,27.0,30.964285714285715,0,6,25,0
2025-06-17,S05,SKU008,Household,Central,250.46,0,0,22,2,27.0,16.0,37.0,21.0,25.857142857142858,30.357142857142858,1,6,25,0
2025-06-18,S05,SKU008,Household,Central,252.2,0,0,28,7,22.0,23.0,37.0,38.0,26.714285714285715,30.392857142857142,2,6,25,0
2025-06-19,S05,SKU008,Household,Central,246.25,0,0,29,4,28.0,30.0,22.0,28.0,27.428571428571427,30.035714285714285,3,6,25,0
2025-06-20,S05,SKU008,Household,Central,248.12,0,0,26,3,29.0,22.0,26.0,37.0,27.285714285714285,30.071428571428573,4,6,25,0
2025-06-21,S05,SKU008,Household,Central,232.69,1,0,49,6,26.0,28.0,31.0,46.0,27.857142857142858,29.678571428571427,5,6,25,1
2025-06-22,S05,SKU008,Household,Central,252.54,0,0,21,2,49.0,35.0,33.0,35.0,30.857142857142858,29.785714285714285,6,6,25,1
2025-06-23,S05,SKU008,Household,Central,229.1,1,0,34,9,21.0,27.0,35.0,38.0,28.857142857142858,29.285714285714285,0,6,26,0
2025-06-24,S05,SKU008,Household,Central,243.1,0,0,33,9,34.0,22.0,16.0,26.0,29.857142857142858,29.142857142857142,1,6,26,0
2025-06-25,S05,SKU008,Household,Central,228.82,1,0,39,4,33.0,28.0,23.0,28.0,31.428571428571427,29.392857142857142,2,6,26,0
2025-06-26,S05,SKU008,Household,Central,256.56,0,0,25,4,39.0,29.0,30.0,32.0,33.0,29.785714285714285,3,6,26,0
2025-06-27,S05,SKU008,Household,Central,253.45,0,0,35,5,25.0,26.0,22.0,33.0,32.42857142857143,29.535714285714285,4,6,26,0
2025-06-28,S05,SKU008,Household,Central,247.94,0,0,25,8,35.0,49.0,28.0,31.0,33.714285714285715,29.607142857142858,5,6,26,1
2025-06-29,S05,SKU008,Household,Central,247.36,0,0,36,4,25.0,21.0,35.0,26.0,30.285714285714285,29.392857142857142,6,6,26,1
2025-06-30,S05,SKU008,Household,Central,244.07,0,0,20,9,36.0,34.0,27.0,29.0,32.42857142857143,29.75,0,6,27,0
2025-07-01,S05,SKU008,Household,Central,249.38,0,0,36,6,20.0,33.0,22.0,37.0,30.428571428571427,29.428571428571427,1,7,27,0
2025-07-02,S05,SKU008,Household,Central,255.99,0,0,31,4,36.0,39.0,28.0,37.0,30.857142857142858,29.392857142857142,2,7,27,0
2025-07-03,S05,SKU008,Household,Central,252.62,0,0,25,8,31.0,25.0,29.0,22.0,29.714285714285715,29.178571428571427,3,7,27,0
2025-07-04,S05,SKU008,Household,Central,228.09,1,0,40,4,25.0,35.0,26.0,26.0,29.714285714285715,29.285714285714285,4,7,27,0
2025-07-05,S05,SKU008,Household,Central,233.08,1,0,40,3,40.0,25.0,49.0,31.0,30.428571428571427,29.785714285714285,5,7,27,1
2025-07-06,S05,SKU008,Household,Central,247.73,0,0,25,2,40.0,36.0,21.0,33.0,32.57142857142857,30.107142857142858,6,7,27,1
2025-07-07,S05,SKU008,Household,Central,248.1,0,0,23,5,25.0,20.0,34.0,35.0,31.0,29.821428571428573,0,7,28,0
2025-07-08,S05,SKU008,Household,Central,248.74,0,0,29,4,23.0,36.0,33.0,16.0,31.428571428571427,29.392857142857142,1,7,28,0
2025-07-09,S05,SKU008,Household,Central,230.8,1,0,33,2,29.0,31.0,39.0,23.0,30.428571428571427,29.857142857142858,2,7,28,0
2025-07-10,S05,SKU008,Household,Central,249.01,0,0,31,2,33.0,25.0,25.0,30.0,30.714285714285715,30.214285714285715,3,7,28,0
2025-07-11,S05,SKU008,Household,Central,232.06,1,0,38,9,31.0,40.0,35.0,22.0,31.571428571428573,30.25,4,7,28,0
2025-07-12,S05,SKU008,Household,Central,248.83,0,0,26,6,38.0,40.0,25.0,28.0,31.285714285714285,30.821428571428573,5,7,28,1
2025-07-13,S05,SKU008,Household,Central,248.68,0,0,26,9,26.0,25.0,36.0,35.0,29.285714285714285,30.75,6,7,28,1
2025-07-14,S05,SKU008,Household,Central,256.36,0,0,16,3,26.0,23.0,20.0,27.0,29.428571428571427,30.428571428571427,0,7,29,0
2025-07-15,S05,SKU008,Household,Central,246.46,0,0,26,9,16.0,29.0,36.0,22.0,28.428571428571427,30.035714285714285,1,7,29,0
2025-07-16,S05,SKU008,Household,Central,247.55,0,0,25,7,26.0,33.0,31.0,28.0,28.0,30.178571428571427,2,7,29,0
2025-07-17,S05,SKU008,Household,Central,249.81,0,0,25,9,25.0,31.0,25.0,29.0,26.857142857142858,30.071428571428573,3,7,29,0
2025-07-18,S05,SKU008,Household,Central,252.66,0,0,21,9,25.0,38.0,40.0,26.0,26.0,29.928571428571427,4,7,29,0
2025-07-19,S05,SKU008,Household,Central,254.69,0,0,18,9,21.0,26.0,40.0,49.0,23.571428571428573,29.75,5,7,29,1
2025-07-20,S05,SKU008,Household,Central,251.16,0,0,32,4,18.0,26.0,25.0,21.0,22.428571428571427,28.642857142857142,6,7,29,1
2025-07-21,S05,SKU008,Household,Central,247.79,0,0,28,4,32.0,16.0,23.0,34.0,23.285714285714285,29.035714285714285,0,7,30,0
2025-07-22,S05,SKU008,Household,Central,247.44,0,0,23,3,28.0,26.0,29.0,33.0,25.0,28.821428571428573,1,7,30,0
2025-07-23,S05,SKU008,Household,Central,252.04,0,0,19,2,23.0,25.0,33.0,39.0,24.571428571428573,28.464285714285715,2,7,30,0
2025-07-24,S05,SKU008,Household,Central,252.82,0,0,22,2,19.0,25.0,31.0,25.0,23.714285714285715,27.75,3,7,30,0
2025-07-25,S05,SKU008,Household,Central,250.21,0,0,19,3,22.0,21.0,38.0,35.0,23.285714285714285,27.642857142857142,4,7,30,0
2025-07-26,S05,SKU008,Household,Central,257.68,0,0,29,2,19.0,18.0,26.0,25.0,23.0,27.071428571428573,5,7,30,1
2025-07-27,S05,SKU008,Household,Central,224.35,1,0,33,6,29.0,32.0,26.0,36.0,24.571428571428573,27.214285714285715,6,7,30,1
2025-07-28,S05,SKU008,Household,Central,250.04,0,0,17,6,33.0,28.0,16.0,20.0,24.714285714285715,27.107142857142858,0,7,31,0
2025-07-29,S05,SKU008,Household,Central,228.9,1,0,33,3,17.0,23.0,26.0,36.0,23.142857142857142,27.0,1,7,31,0
2025-07-30,S05,SKU008,Household,Central,245.89,0,0,24,3,33.0,19.0,25.0,31.0,24.571428571428573,26.892857142857142,2,7,31,0
2025-07-31,S05,SKU008,Household,Central,250.82,0,0,23,8,24.0,22.0,25.0,25.0,25.285714285714285,26.642857142857142,3,7,31,0
2025-08-01,S05,SKU008,Household,Central,260.43,0,0,27,9,23.0,19.0,21.0,40.0,25.428571428571427,26.571428571428573,4,8,31,0
2025-08-02,S05,SKU008,Household,Central,252.32,0,0,23,4,27.0,29.0,18.0,40.0,26.571428571428573,26.107142857142858,5,8,31,1
2025-08-03,S05,SKU008,Household,Central,254.07,0,0,25,7,23.0,33.0,32.0,25.0,25.714285714285715,25.5,6,8,31,1
2025-08-04,S05,SKU008,Household,Central,230.23,1,0,28,6,25.0,17.0,28.0,23.0,24.571428571428573,25.5,0,8,32,0
2025-08-05,S05,SKU008,Household,Central,250.22,0,0,25,7,28.0,33.0,23.0,29.0,26.142857142857142,25.678571428571427,1,8,32,0
2025-08-06,S05,SKU008,Household,Central,257.01,0,0,36,7,25.0,24.0,19.0,33.0,25.0,25.535714285714285,2,8,32,0
2025-08-07,S05,SKU008,Household,Central,250.44,0,0,23,9,36.0,23.0,22.0,31.0,26.714285714285715,25.642857142857142,3,8,32,0
2025-08-08,S05,SKU008,Household,Central,230.32,1,0,28,3,23.0,27.0,19.0,38.0,26.714285714285715,25.357142857142858,4,8,32,0
2025-08-09,S05,SKU008,Household,Central,228.31,1,0,37,8,28.0,23.0,29.0,26.0,26.857142857142858,25.0,5,8,32,1
2025-08-10,S05,SKU008,Household,Central,249.67,0,0,32,4,37.0,25.0,33.0,26.0,28.857142857142858,25.392857142857142,6,8,32,1
2025-08-11,S05,SKU008,Household,Central,249.26,0,0,28,5,32.0,28.0,17.0,16.0,29.857142857142858,25.607142857142858,0,8,33,0
2025-08-12,S05,SKU008,Household,Central,249.96,0,0,19,5,28.0,25.0,33.0,26.0,29.857142857142858,26.035714285714285,1,8,33,0
2025-08-13,S05,SKU008,Household,Central,248.54,0,0,21,7,19.0,36.0,24.0,25.0,29.0,25.785714285714285,2,8,33,0
2025-08-14,S05,SKU008,Household,Central,258.96,0,0,23,2,21.0,23.0,23.0,25.0,26.857142857142858,25.642857142857142,3,8,33,0
2025-08-15,S05,SKU008,Household,Central,250.72,0,1,28,7,23.0,28.0,27.0,21.0,26.857142857142858,25.571428571428573,4,8,33,0
2025-08-16,S05,SKU008,Household,Central,249.76,0,0,29,9,28.0,37.0,23.0,18.0,26.857142857142858,25.821428571428573,5,8,33,1
2025-08-17,S05,SKU008,Household,Central,254.43,0,0,23,2,29.0,32.0,25.0,32.0,25.714285714285715,26.214285714285715,6,8,33,1
2025-08-18,S05,SKU008,Household,Central,250.09,0,0,26,4,23.0,28.0,28.0,28.0,24.428571428571427,25.892857142857142,0,8,34,0
2025-08-19,S05,SKU008,Household,Central,251.7,0,0,20,3,26.0,19.0,25.0,23.0,24.142857142857142,25.821428571428573,1,8,34,0
2025-08-20,S05,SKU008,Household,Central,245.04,0,0,29,4,20.0,21.0,36.0,19.0,24.285714285714285,25.714285714285715,2,8,34,0
2025-08-21,S05,SKU008,Household,Central,253.86,0,0,22,3,29.0,23.0,23.0,22.0,25.428571428571427,26.071428571428573,3,8,34,0
2025-08-22,S05,SKU008,Household,Central,249.53,0,0,28,9,22.0,28.0,28.0,19.0,25.285714285714285,26.071428571428573,4,8,34,0
2025-08-23,S05,SKU008,Household,Central,252.74,0,0,36,8,28.0,29.0,37.0,29.0,25.285714285714285,26.392857142857142,5,8,34,1
2025-08-24,S05,SKU008,Household,Central,234.1,1,0,36,3,36.0,23.0,32.0,33.0,26.285714285714285,26.642857142857142,6,8,34,1
2025-08-25,S05,SKU008,Household,Central,254.5,0,0,23,3,36.0,26.0,28.0,17.0,28.142857142857142,26.75,0,8,35,0
2025-08-26,S05,SKU008,Household,Central,250.07,0,0,29,5,23.0,20.0,19.0,33.0,27.714285714285715,26.964285714285715,1,8,35,0
2025-08-27,S05,SKU008,Household,Central,249.96,0,0,33,5,29.0,29.0,21.0,24.0,29.0,26.821428571428573,2,8,35,0
2025-08-28,S05,SKU008,Household,Central,251.28,0,0,27,7,33.0,22.0,23.0,23.0,29.571428571428573,27.142857142857142,3,8,35,0
2025-08-29,S05,SKU008,Household,Central,253.22,0,0,12,6,27.0,28.0,28.0,27.0,30.285714285714285,27.285714285714285,4,8,35,0
2025-08-30,S05,SKU008,Household,Central,249.03,0,0,26,2,12.0,36.0,29.0,23.0,28.0,26.75,5,8,35,1
2025-08-31,S05,SKU008,Household,Central,255.44,0,0,26,4,26.0,36.0,23.0,25.0,26.571428571428573,26.857142857142858,6,8,35,1
2025-09-01,S05,SKU008,Household,Central,253.53,0,0,19,5,26.0,23.0,26.0,28.0,25.142857142857142,26.892857142857142,0,9,36,0
2025-09-02,S05,SKU008,Household,Central,246.19,0,0,28,3,19.0,29.0,20.0,25.0,24.571428571428573,26.571428571428573,1,9,36,0
2025-09-03,S05,SKU008,Household,Central,246.1,0,0,18,5,28.0,33.0,29.0,36.0,24.428571428571427,26.678571428571427,2,9,36,0
2025-09-04,S05,SKU008,Household,Central,249.59,0,0,31,3,18.0,27.0,22.0,23.0,22.285714285714285,26.035714285714285,3,9,36,0
2025-09-05,S05,SKU008,Household,Central,254.17,0,0,20,4,31.0,12.0,28.0,28.0,22.857142857142858,26.321428571428573,4,9,36,0
2025-09-06,S05,SKU008,Household,Central,247.02,0,0,23,3,20.0,26.0,36.0,37.0,24.0,26.035714285714285,5,9,36,1
2025-09-07,S05,SKU008,Household,Central,229.21,1,0,27,4,23.0,26.0,36.0,32.0,23.571428571428573,25.535714285714285,6,9,36,1
2025-09-08,S05,SKU008,Household,Central,251.13,0,0,20,8,27.0,19.0,23.0,28.0,23.714285714285715,25.357142857142858,0,9,37,0
2025-09-09,S05,SKU008,Household,Central,247.47,0,0,18,9,20.0,28.0,29.0,19.0,23.857142857142858,25.071428571428573,1,9,37,0
2025-09-10,S05,SKU008,Household,Central,234.43,1,0,33,7,18.0,18.0,33.0,21.0,22.428571428571427,25.035714285714285,2,9,37,0
2025-09-11,S05,SKU008,Household,Central,254.55,0,0,24,4,33.0,31.0,27.0,23.0,24.571428571428573,25.464285714285715,3,9,37,0
2025-09-12,S05,SKU008,Household,Central,251.33,0,0,17,6,24.0,20.0,12.0,28.0,23.571428571428573,25.5,4,9,37,0
2025-09-13,S05,SKU008,Household,Central,247.61,0,0,24,5,17.0,23.0,26.0,29.0,23.142857142857142,25.107142857142858,5,9,37,1
2025-09-14,S05,SKU008,Household,Central,248.26,0,0,33,9,24.0,27.0,26.0,23.0,23.285714285714285,24.928571428571427,6,9,37,1
2025-09-15,S05,SKU008,Household,Central,252.41,0,0,16,8,33.0,20.0,19.0,26.0,24.142857142857142,25.285714285714285,0,9,38,0
2025-09-16,S05,SKU008,Household,Central,251.55,0,0,22,5,16.0,18.0,28.0,20.0,23.571428571428573,24.928571428571427,1,9,38,0
2025-09-17,S05,SKU008,Household,Central,250.41,0,0,32,5,22.0,33.0,18.0,29.0,24.142857142857142,25.0,2,9,38,0
2025-09-18,S05,SKU008,Household,Central,248.6,0,0,18,2,32.0,24.0,31.0,22.0,24.0,25.107142857142858,3,9,38,0
2025-09-19,S05,SKU008,Household,Central,254.03,0,0,18,3,18.0,17.0,20.0,28.0,23.142857142857142,24.964285714285715,4,9,38,0
2025-09-20,S05,SKU008,Household,Central,246.74,0,0,21,7,18.0,24.0,23.0,36.0,23.285714285714285,24.607142857142858,5,9,38,1
2025-09-21,S05,SKU008,Household,Central,245.57,0,0,26,2,21.0,33.0,27.0,36.0,22.857142857142858,24.071428571428573,6,9,38,1
2025-09-22,S05,SKU008,Household,Central,248.74,0,0,24,5,26.0,16.0,20.0,23.0,21.857142857142858,23.714285714285715,0,9,39,0
2025-09-23,S05,SKU008,Household,Central,247.51,0,0,26,3,24.0,22.0,18.0,29.0,23.0,23.75,1,9,39,0
2025-09-24,S05,SKU008,Household,Central,251.5,0,0,26,7,26.0,32.0,33.0,33.0,23.571428571428573,23.642857142857142,2,9,39,0
2025-09-25,S05,SKU008,Household,Central,253.85,0,0,17,2,26.0,18.0,24.0,27.0,22.714285714285715,23.392857142857142,3,9,39,0
2025-09-26,S05,SKU008,Household,Central,253.43,0,0,28,7,17.0,18.0,17.0,12.0,22.571428571428573,23.035714285714285,4,9,39,0
2025-09-27,S05,SKU008,Household,Central,249.52,0,0,23,7,28.0,21.0,24.0,26.0,24.0,23.607142857142858,5,9,39,1
2025-09-28,S05,SKU008,Household,Central,233.59,1,0,38,8,23.0,26.0,33.0,26.0,24.285714285714285,23.5,6,9,39,1
2025-09-29,S05,SKU008,Household,Central,252.38,0,0,37,3,38.0,24.0,16.0,19.0,26.0,23.928571428571427,0,9,40,0
2025-09-30,S05,SKU008,Household,Central,249.11,0,0,24,7,37.0,26.0,22.0,28.0,27.857142857142858,24.571428571428573,1,9,40,0
2025-10-01,S05,SKU008,Household,Central,255.82,0,0,30,6,24.0,26.0,32.0,18.0,27.571428571428573,24.428571428571427,2,10,40,0
2025-10-02,S05,SKU008,Household,Central,252.24,0,1,29,2,30.0,17.0,18.0,31.0,28.142857142857142,24.857142857142858,3,10,40,0
2025-10-03,S05,SKU008,Household,Central,251.94,0,0,25,2,29.0,28.0,18.0,20.0,29.857142857142858,24.785714285714285,4,10,40,0
2025-10-04,S05,SKU008,Household,Central,250.73,0,0,25,3,25.0,23.0,21.0,23.0,29.428571428571427,24.964285714285715,5,10,40,1
2025-10-05,S05,SKU008,Household,Central,228.65,1,0,37,8,25.0,38.0,26.0,27.0,29.714285714285715,25.035714285714285,6,10,40,1
2025-10-06,S05,SKU008,Household,Central,247.66,0,0,15,2,37.0,37.0,24.0,20.0,29.571428571428573,25.392857142857142,0,10,41,0
2025-10-07,S05,SKU008,Household,Central,231.11,1,0,28,7,15.0,24.0,26.0,18.0,26.428571428571427,25.214285714285715,1,10,41,0
2025-10-08,S05,SKU008,Household,Central,251.2,0,0,22,3,28.0,30.0,26.0,33.0,27.0,25.571428571428573,2,10,41,0
2025-10-09,S05,SKU008,Household,Central,231.71,1,0,27,2,22.0,29.0,17.0,24.0,25.857142857142858,25.178571428571427,3,10,41,0
2025-10-10,S05,SKU008,Household,Central,250.2,0,0,23,9,27.0,25.0,28.0,17.0,25.571428571428573,25.285714285714285,4,10,41,0
2025-10-11,S05,SKU008,Household,Central,253.71,0,0,19,9,23.0,25.0,23.0,24.0,25.285714285714285,25.5,5,10,41,1
2025-10-12,S05,SKU008,Household,Central,245.33,0,0,22,6,19.0,37.0,38.0,33.0,24.428571428571427,25.321428571428573,6,10,41,1
2025-10-13,S05,SKU008,Household,Central,227.28,1,0,28,5,22.0,15.0,37.0,16.0,22.285714285714285,24.928571428571427,0,10,42,0
2025-10-14,S05,SKU008,Household,Central,247.4,0,0,26,7,28.0,28.0,24.0,22.0,24.142857142857142,25.357142857142858,1,10,42,0
2025-10-15,S05,SKU008,Household,Central,253.65,0,0,26,4,26.0,22.0,30.0,32.0,23.857142857142858,25.5,2,10,42,0
2025-10-16,S05,SKU008,Household,Central,256.38,0,0,25,9,26.0,27.0,29.0,18.0,24.428571428571427,25.285714285714285,3,10,42,0
2025-10-17,S05,SKU008,Household,Central,226.96,1,0,19,5,25.0,23.0,25.0,18.0,24.142857142857142,25.535714285714285,4,10,42,0
2025-10-18,S05,SKU008,Household,Central,250.37,0,0,31,2,19.0,19.0,25.0,21.0,23.571428571428573,25.571428571428573,5,10,42,1
2025-10-19,S05,SKU008,Household,Central,250.04,0,0,23,5,31.0,22.0,37.0,26.0,25.285714285714285,25.928571428571427,6,10,42,1
2025-10-20,S05,SKU008,Household,Central,254.0,0,0,21,3,23.0,28.0,15.0,24.0,25.428571428571427,25.821428571428573,0,10,43,0
2025-10-21,S05,SKU008,Household,Central,261.23,0,0,18,4,21.0,26.0,28.0,26.0,24.428571428571427,25.714285714285715,1,10,43,0
2025-10-22,S05,SKU008,Household,Central,257.91,0,0,25,9,18.0,26.0,22.0,26.0,23.285714285714285,25.428571428571427,2,10,43,0
2025-10-23,S05,SKU008,Household,Central,253.94,0,0,23,3,25.0,25.0,27.0,17.0,23.142857142857142,25.392857142857142,3,10,43,0
2025-10-24,S05,SKU008,Household,Central,253.46,0,0,20,3,23.0,19.0,23.0,28.0,22.857142857142858,25.607142857142858,4,10,43,0
2025-10-25,S05,SKU008,Household,Central,245.01,0,0,31,4,20.0,31.0,19.0,23.0,23.0,25.321428571428573,5,10,43,1
2025-10-26,S05,SKU008,Household,Central,249.01,0,0,22,5,31.0,23.0,22.0,38.0,23.0,25.607142857142858,6,10,43,1
2025-10-27,S05,SKU008,Household,Central,246.05,0,0,23,6,22.0,21.0,28.0,37.0,22.857142857142858,25.035714285714285,0,10,44,0
2025-10-28,S05,SKU008,Household,Central,252.86,0,0,25,7,23.0,18.0,26.0,24.0,23.142857142857142,24.535714285714285,1,10,44,0
2025-10-29,S05,SKU008,Household,Central,246.38,0,0,25,3,25.0,25.0,26.0,30.0,24.142857142857142,24.571428571428573,2,10,44,0
2025-10-30,S05,SKU008,Household,Central,254.13,0,0,21,4,25.0,23.0,25.0,29.0,24.142857142857142,24.392857142857142,3,10,44,0
2025-10-31,S05,SKU008,Household,Central,259.2,0,0,25,7,21.0,20.0,19.0,25.0,23.857142857142858,24.107142857142858,4,10,44,0
2025-11-01,S05,SKU008,Household,Central,232.86,1,0,30,9,25.0,31.0,31.0,25.0,24.571428571428573,24.107142857142858,5,11,44,1
2025-11-02,S05,SKU008,Household,Central,248.81,0,0,24,9,30.0,22.0,23.0,37.0,24.428571428571427,24.285714285714285,6,11,44,1
2025-11-03,S05,SKU008,Household,Central,242.35,0,0,26,3,24.0,23.0,21.0,15.0,24.714285714285715,23.821428571428573,0,11,45,0
2025-11-04,S05,SKU008,Household,Central,255.34,0,0,22,7,26.0,25.0,18.0,28.0,25.142857142857142,24.214285714285715,1,11,45,0
2025-11-05,S05,SKU008,Household,Central,255.16,0,0,19,6,22.0,25.0,25.0,22.0,24.714285714285715,24.0,2,11,45,0
2025-11-06,S05,SKU008,Household,Central,247.02,0,0,21,8,19.0,21.0,23.0,27.0,23.857142857142858,23.892857142857142,3,11,45,0
2025-11-07,S05,SKU008,Household,Central,256.7,0,0,19,4,21.0,25.0,20.0,23.0,23.857142857142858,23.678571428571427,4,11,45,0
2025-11-08,S05,SKU008,Household,Central,245.17,0,0,25,3,19.0,30.0,31.0,19.0,23.0,23.535714285714285,5,11,45,1
2025-11-09,S05,SKU008,Household,Central,250.68,0,0,26,8,25.0,24.0,22.0,22.0,22.285714285714285,23.75,6,11,45,1
2025-11-10,S05,SKU008,Household,Central,249.77,0,0,19,6,26.0,26.0,23.0,28.0,22.571428571428573,23.892857142857142,0,11,46,0
2025-11-11,S05,SKU008,Household,Central,251.84,0,0,28,3,19.0,22.0,25.0,26.0,21.571428571428573,23.571428571428573,1,11,46,0
2025-11-12,S05,SKU008,Household,Central,231.21,1,0,32,6,28.0,19.0,25.0,26.0,22.428571428571427,23.642857142857142,2,11,46,0
2025-11-13,S05,SKU008,Household,Central,249.45,0,0,32,8,32.0,21.0,21.0,25.0,24.285714285714285,23.857142857142858,3,11,46,0
2025-11-14,S05,SKU008,Household,Central,248.26,0,0,18,8,32.0,19.0,25.0,19.0,25.857142857142858,24.107142857142858,4,11,46,0
2025-11-15,S05,SKU008,Household,Central,249.58,0,0,15,9,18.0,25.0,30.0,31.0,25.714285714285715,24.071428571428573,5,11,46,1
2025-11-16,S05,SKU008,Household,Central,250.55,0,0,26,7,15.0,26.0,24.0,23.0,24.285714285714285,23.5,6,11,46,1
2025-11-17,S05,SKU008,Household,Central,250.82,0,0,34,4,26.0,19.0,26.0,21.0,24.285714285714285,23.607142857142858,0,11,47,0
2025-11-18,S05,SKU008,Household,Central,253.29,0,0,19,9,34.0,28.0,22.0,18.0,26.428571428571427,24.071428571428573,1,11,47,0
2025-11-19,S05,SKU008,Household,Central,254.27,0,0,20,3,19.0,32.0,19.0,25.0,25.142857142857142,24.107142857142858,2,11,47,0
2025-11-20,S05,SKU008,Household,Central,255.13,0,0,25,7,20.0,32.0,21.0,23.0,23.428571428571427,23.928571428571427,3,11,47,0
2025-11-21,S05,SKU008,Household,Central,248.01,0,0,21,2,25.0,18.0,19.0,20.0,22.428571428571427,24.0,4,11,47,0
2025-11-22,S05,SKU008,Household,Central,243.03,0,0,25,8,21.0,15.0,25.0,31.0,22.857142857142858,24.035714285714285,5,11,47,1
2025-11-23,S05,SKU008,Household,Central,250.83,0,0,30,3,25.0,26.0,26.0,22.0,24.285714285714285,23.821428571428573,6,11,47,1
2025-11-24,S05,SKU008,Household,Central,249.91,0,0,23,2,30.0,34.0,19.0,23.0,24.857142857142858,24.107142857142858,0,11,48,0
2025-11-25,S05,SKU008,Household,Central,244.28,0,0,23,7,23.0,19.0,28.0,25.0,23.285714285714285,24.107142857142858,1,11,48,0
2025-11-26,S05,SKU008,Household,Central,252.18,0,0,28,7,23.0,20.0,32.0,25.0,23.857142857142858,24.035714285714285,2,11,48,0
2025-11-27,S05,SKU008,Household,Central,247.65,0,0,21,3,28.0,25.0,32.0,21.0,25.0,24.142857142857142,3,11,48,0
2025-11-28,S05,SKU008,Household,Central,250.89,0,0,21,6,21.0,21.0,18.0,25.0,24.428571428571427,24.142857142857142,4,11,48,0
2025-11-29,S05,SKU008,Household,Central,256.07,0,0,29,4,21.0,25.0,15.0,30.0,24.428571428571427,24.0,5,11,48,1
2025-11-30,S05,SKU008,Household,Central,247.01,0,0,31,8,29.0,30.0,26.0,24.0,25.0,23.964285714285715,6,11,48,1
2025-12-01,S05,SKU008,Household,Central,251.23,0,0,34,8,31.0,23.0,34.0,26.0,25.142857142857142,24.214285714285715,0,12,49,0
2025-12-02,S05,SKU008,Household,Central,246.36,0,0,32,4,34.0,23.0,19.0,22.0,26.714285714285715,24.5,1,12,49,0
2025-12-03,S05,SKU008,Household,Central,251.7,0,0,19,9,32.0,28.0,20.0,19.0,28.0,24.857142857142858,2,12,49,0
2025-12-04,S05,SKU008,Household,Central,249.16,0,0,21,8,19.0,21.0,25.0,21.0,26.714285714285715,24.857142857142858,3,12,49,0
2025-12-05,S05,SKU008,Household,Central,231.4,1,0,37,5,21.0,21.0,21.0,19.0,26.714285714285715,24.857142857142858,4,12,49,0
2025-12-06,S05,SKU008,Household,Central,251.14,0,0,31,4,37.0,29.0,25.0,25.0,29.0,25.5,5,12,49,1
2025-12-07,S05,SKU008,Household,Central,226.76,1,0,33,9,31.0,31.0,30.0,26.0,29.285714285714285,25.714285714285715,6,12,49,1
2025-12-08,S05,SKU008,Household,Central,248.34,0,0,20,8,33.0,34.0,23.0,19.0,29.571428571428573,25.964285714285715,0,12,50,0
2025-12-09,S05,SKU008,Household,Central,251.77,0,0,22,6,20.0,32.0,23.0,28.0,27.571428571428573,26.0,1,12,50,0
2025-12-10,S05,SKU008,Household,Central,244.88,0,0,30,6,22.0,19.0,28.0,32.0,26.142857142857142,25.785714285714285,2,12,50,0
2025-12-11,S05,SKU008,Household,Central,245.9,0,0,17,8,30.0,21.0,21.0,32.0,27.714285714285715,25.714285714285715,3,12,50,0
2025-12-12,S05,SKU008,Household,Central,252.46,0,0,27,5,17.0,37.0,21.0,18.0,27.142857142857142,25.178571428571427,4,12,50,0
2025-12-13,S05,SKU008,Household,Central,249.2,0,0,26,6,27.0,31.0,29.0,15.0,25.714285714285715,25.5,5,12,50,1
2025-12-14,S05,SKU008,Household,Central,246.69,0,0,25,2,26.0,33.0,31.0,26.0,25.0,25.892857142857142,6,12,50,1
